Interactor A,Interactor B,Protein Name A,Protein Name B
SIRT2,RB1CC1,NAD-dependent protein deacetylase sirtuin-2,RB1-inducible coiled-coil protein 1
TRAF6,ATG16L1,TNF receptor-associated factor 6,Autophagy-related protein 16-1
TRAF6,BECN1,TNF receptor-associated factor 6,Beclin-1
TRAF6,HTT,TNF receptor-associated factor 6,Huntingtin
TRAF6,ATG9A,TNF receptor-associated factor 6,Autophagy-related protein 9A
TRAF6,PIK3C3,TNF receptor-associated factor 6,Phosphatidylinositol 3-kinase catalytic subunit type 3
TRAF6,ATG4B,TNF receptor-associated factor 6,Cysteine protease ATG4B
TRAF6,SQSTM1,TNF receptor-associated factor 6,Sequestosome-1
TRAF6,AMBRA1,TNF receptor-associated factor 6,Activating molecule in BECN1-regulated autophagy protein 1
TRAF6,ULK2,TNF receptor-associated factor 6,Serine/threonine-protein kinase ULK2
TRAF6,MAP1LC3C,TNF receptor-associated factor 6,Microtubule-associated protein 1 light chain 3 gamma
TRAF6,UBQLN2,TNF receptor-associated factor 6,Ubiquilin-2
TRAF6,OPTN,TNF receptor-associated factor 6,Optineurin
TRAF6,CHMP3,TNF receptor-associated factor 6,Charged multivesicular body protein 3
TRAF6,CALCOCO2,TNF receptor-associated factor 6,Calcium-binding and coiled-coil domain-containing protein 2
TRAF6,STX17,TNF receptor-associated factor 6,Syntaxin-17
TRAF6,STING1,TNF receptor-associated factor 6,Stimulator of interferon genes protein
TRAF6,RB1CC1,TNF receptor-associated factor 6,RB1-inducible coiled-coil protein 1
HMOX1,ATG16L1,Heme oxygenase 1,Autophagy-related protein 16-1
HMOX1,BECN1,Heme oxygenase 1,Beclin-1
HMOX1,ATG9A,Heme oxygenase 1,Autophagy-related protein 9A
HMOX1,PIK3C3,Heme oxygenase 1,Phosphatidylinositol 3-kinase catalytic subunit type 3
HMOX1,ATG4B,Heme oxygenase 1,Cysteine protease ATG4B
HMOX1,SQSTM1,Heme oxygenase 1,Sequestosome-1
HMOX1,AMBRA1,Heme oxygenase 1,Activating molecule in BECN1-regulated autophagy protein 1
HMOX1,MAP1LC3C,Heme oxygenase 1,Microtubule-associated protein 1 light chain 3 gamma
HMOX1,UBQLN2,Heme oxygenase 1,Ubiquilin-2
HMOX1,OPTN,Heme oxygenase 1,Optineurin
HMOX1,CALCOCO2,Heme oxygenase 1,Calcium-binding and coiled-coil domain-containing protein 2
HMOX1,STING1,Heme oxygenase 1,Stimulator of interferon genes protein
HMOX1,RB1CC1,Heme oxygenase 1,RB1-inducible coiled-coil protein 1
ATM,BECN1,Serine-protein kinase ATM,Beclin-1
ATM,HTT,Serine-protein kinase ATM,Huntingtin
ATM,ATG9A,Serine-protein kinase ATM,Autophagy-related protein 9A
ATM,PIK3C3,Serine-protein kinase ATM,Phosphatidylinositol 3-kinase catalytic subunit type 3
ATM,ATG4B,Serine-protein kinase ATM,Cysteine protease ATG4B
ATM,SQSTM1,Serine-protein kinase ATM,Sequestosome-1
ATM,AMBRA1,Serine-protein kinase ATM,Activating molecule in BECN1-regulated autophagy protein 1
ATM,ULK2,Serine-protein kinase ATM,Serine/threonine-protein kinase ULK2
ATM,MAP1LC3C,Serine-protein kinase ATM,Microtubule-associated protein 1 light chain 3 gamma
ATM,OPTN,Serine-protein kinase ATM,Optineurin
ATM,CALCOCO2,Serine-protein kinase ATM,Calcium-binding and coiled-coil domain-containing protein 2
ATM,STX17,Serine-protein kinase ATM,Syntaxin-17
ATM,STING1,Serine-protein kinase ATM,Stimulator of interferon genes protein
ATM,RB1CC1,Serine-protein kinase ATM,RB1-inducible coiled-coil protein 1
CLU,ATG16L1,Clusterin,Autophagy-related protein 16-1
CLU,BECN1,Clusterin,Beclin-1
CLU,HTT,Clusterin,Huntingtin
CLU,ATG9A,Clusterin,Autophagy-related protein 9A
CLU,PIK3C3,Clusterin,Phosphatidylinositol 3-kinase catalytic subunit type 3
CLU,SQSTM1,Clusterin,Sequestosome-1
CLU,AMBRA1,Clusterin,Activating molecule in BECN1-regulated autophagy protein 1
CLU,OPTN,Clusterin,Optineurin
CLU,CHMP3,Clusterin,Charged multivesicular body protein 3
CLU,STING1,Clusterin,Stimulator of interferon genes protein
CLU,RB1CC1,Clusterin,RB1-inducible coiled-coil protein 1
S100A8,ATG16L1,Protein S100-A8,Autophagy-related protein 16-1
S100A8,BECN1,Protein S100-A8,Beclin-1
S100A8,PIK3C3,Protein S100-A8,Phosphatidylinositol 3-kinase catalytic subunit type 3
S100A8,SQSTM1,Protein S100-A8,Sequestosome-1
S100A8,OPTN,Protein S100-A8,Optineurin
S100A8,STING1,Protein S100-A8,Stimulator of interferon genes protein
HSPA8,BECN1,Heat shock cognate 71 kDa protein,Beclin-1
HSPA8,HTT,Heat shock cognate 71 kDa protein,Huntingtin
HSPA8,ATG9A,Heat shock cognate 71 kDa protein,Autophagy-related protein 9A
HSPA8,SQSTM1,Heat shock cognate 71 kDa protein,Sequestosome-1
HSPA8,AMBRA1,Heat shock cognate 71 kDa protein,Activating molecule in BECN1-regulated autophagy protein 1
HSPA8,UBQLN2,Heat shock cognate 71 kDa protein,Ubiquilin-2
HSPA8,OPTN,Heat shock cognate 71 kDa protein,Optineurin
HSPA8,CALCOCO2,Heat shock cognate 71 kDa protein,Calcium-binding and coiled-coil domain-containing protein 2
HSPA8,STX17,Heat shock cognate 71 kDa protein,Syntaxin-17
HSPA8,STING1,Heat shock cognate 71 kDa protein,Stimulator of interferon genes protein
HSPA8,RB1CC1,Heat shock cognate 71 kDa protein,RB1-inducible coiled-coil protein 1
ITGB4,ATG16L1,Integrin beta-4,Autophagy-related protein 16-1
ITGB4,BECN1,Integrin beta-4,Beclin-1
ITGB4,ATG9A,Integrin beta-4,Autophagy-related protein 9A
ITGB4,PIK3C3,Integrin beta-4,Phosphatidylinositol 3-kinase catalytic subunit type 3
ITGB4,AMBRA1,Integrin beta-4,Activating molecule in BECN1-regulated autophagy protein 1
ITGB4,RB1CC1,Integrin beta-4,RB1-inducible coiled-coil protein 1
ATG5,ATG16L1,Autophagy protein 5,Autophagy-related protein 16-1
ATG5,HTT,Autophagy protein 5,Huntingtin
ATG5,ATG9A,Autophagy protein 5,Autophagy-related protein 9A
ATG5,PIK3C3,Autophagy protein 5,Phosphatidylinositol 3-kinase catalytic subunit type 3
ATG5,ATG4B,Autophagy protein 5,Cysteine protease ATG4B
ATG5,AMBRA1,Autophagy protein 5,Activating molecule in BECN1-regulated autophagy protein 1
ATG5,ULK2,Autophagy protein 5,Serine/threonine-protein kinase ULK2
ATG5,MAP1LC3C,Autophagy protein 5,Microtubule-associated protein 1 light chain 3 gamma
ATG5,UBQLN2,Autophagy protein 5,Ubiquilin-2
ATG5,OPTN,Autophagy protein 5,Optineurin
ATG5,CALCOCO2,Autophagy protein 5,Calcium-binding and coiled-coil domain-containing protein 2
ATG5,STING1,Autophagy protein 5,Stimulator of interferon genes protein
ATG5,RB1CC1,Autophagy protein 5,RB1-inducible coiled-coil protein 1
PRKAA2,ATG16L1,5'-AMP-activated protein kinase catalytic subunit alpha-2,Autophagy-related protein 16-1
PRKAA2,BECN1,5'-AMP-activated protein kinase catalytic subunit alpha-2,Beclin-1
PRKAA2,HTT,5'-AMP-activated protein kinase catalytic subunit alpha-2,Huntingtin
PRKAA2,ATG9A,5'-AMP-activated protein kinase catalytic subunit alpha-2,Autophagy-related protein 9A
PRKAA2,PIK3C3,5'-AMP-activated protein kinase catalytic subunit alpha-2,Phosphatidylinositol 3-kinase catalytic subunit type 3
PRKAA2,SQSTM1,5'-AMP-activated protein kinase catalytic subunit alpha-2,Sequestosome-1
PRKAA2,AMBRA1,5'-AMP-activated protein kinase catalytic subunit alpha-2,Activating molecule in BECN1-regulated autophagy protein 1
PRKAA2,ULK2,5'-AMP-activated protein kinase catalytic subunit alpha-2,Serine/threonine-protein kinase ULK2
PRKAA2,UBQLN2,5'-AMP-activated protein kinase catalytic subunit alpha-2,Ubiquilin-2
PRKAA2,CALCOCO2,5'-AMP-activated protein kinase catalytic subunit alpha-2,Calcium-binding and coiled-coil domain-containing protein 2
PRKAA2,STX17,5'-AMP-activated protein kinase catalytic subunit alpha-2,Syntaxin-17
PRKAA2,STING1,5'-AMP-activated protein kinase catalytic subunit alpha-2,Stimulator of interferon genes protein
PRKAA2,RB1CC1,5'-AMP-activated protein kinase catalytic subunit alpha-2,RB1-inducible coiled-coil protein 1
DRD2,ATG16L1,D(2) dopamine receptor,Autophagy-related protein 16-1
DRD2,BECN1,D(2) dopamine receptor,Beclin-1
DRD2,HTT,D(2) dopamine receptor,Huntingtin
DRD2,PIK3C3,D(2) dopamine receptor,Phosphatidylinositol 3-kinase catalytic subunit type 3
DRD2,SQSTM1,D(2) dopamine receptor,Sequestosome-1
DRD2,OPTN,D(2) dopamine receptor,Optineurin
TRIM32,HTT,E3 ubiquitin-protein ligase TRIM32,Huntingtin
TRIM32,UBQLN2,E3 ubiquitin-protein ligase TRIM32,Ubiquilin-2
TRIM32,OPTN,E3 ubiquitin-protein ligase TRIM32,Optineurin
TRIM32,CALCOCO2,E3 ubiquitin-protein ligase TRIM32,Calcium-binding and coiled-coil domain-containing protein 2
TRIM32,STING1,E3 ubiquitin-protein ligase TRIM32,Stimulator of interferon genes protein
TRIM32,RB1CC1,E3 ubiquitin-protein ligase TRIM32,RB1-inducible coiled-coil protein 1
IRF8,BECN1,Interferon regulatory factor 8,Beclin-1
IRF8,ATG9A,Interferon regulatory factor 8,Autophagy-related protein 9A
IRF8,PIK3C3,Interferon regulatory factor 8,Phosphatidylinositol 3-kinase catalytic subunit type 3
IRF8,ATG4B,Interferon regulatory factor 8,Cysteine protease ATG4B
IRF8,SQSTM1,Interferon regulatory factor 8,Sequestosome-1
IRF8,UBQLN2,Interferon regulatory factor 8,Ubiquilin-2
IRF8,OPTN,Interferon regulatory factor 8,Optineurin
IRF8,STING1,Interferon regulatory factor 8,Stimulator of interferon genes protein
XBP1,ATG16L1,X-box-binding protein 1,Autophagy-related protein 16-1
XBP1,BECN1,X-box-binding protein 1,Beclin-1
XBP1,HTT,X-box-binding protein 1,Huntingtin
XBP1,ATG9A,X-box-binding protein 1,Autophagy-related protein 9A
XBP1,PIK3C3,X-box-binding protein 1,Phosphatidylinositol 3-kinase catalytic subunit type 3
XBP1,ATG4B,X-box-binding protein 1,Cysteine protease ATG4B
XBP1,SQSTM1,X-box-binding protein 1,Sequestosome-1
XBP1,MAP1LC3C,X-box-binding protein 1,Microtubule-associated protein 1 light chain 3 gamma
XBP1,OPTN,X-box-binding protein 1,Optineurin
XBP1,PIP4K2B,X-box-binding protein 1,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
XBP1,STING1,X-box-binding protein 1,Stimulator of interferon genes protein
XBP1,RB1CC1,X-box-binding protein 1,RB1-inducible coiled-coil protein 1
ATG7,ATG16L1,Ubiquitin-like modifier-activating enzyme ATG7,Autophagy-related protein 16-1
ATG7,BECN1,Ubiquitin-like modifier-activating enzyme ATG7,Beclin-1
ATG7,HTT,Ubiquitin-like modifier-activating enzyme ATG7,Huntingtin
ATG7,ATG9A,Ubiquitin-like modifier-activating enzyme ATG7,Autophagy-related protein 9A
ATG7,PIK3C3,Ubiquitin-like modifier-activating enzyme ATG7,Phosphatidylinositol 3-kinase catalytic subunit type 3
ATG7,ATG4B,Ubiquitin-like modifier-activating enzyme ATG7,Cysteine protease ATG4B
ATG7,SQSTM1,Ubiquitin-like modifier-activating enzyme ATG7,Sequestosome-1
ATG7,AMBRA1,Ubiquitin-like modifier-activating enzyme ATG7,Activating molecule in BECN1-regulated autophagy protein 1
ATG7,MAP1LC3C,Ubiquitin-like modifier-activating enzyme ATG7,Microtubule-associated protein 1 light chain 3 gamma
ATG7,UBQLN2,Ubiquitin-like modifier-activating enzyme ATG7,Ubiquilin-2
ATG7,OPTN,Ubiquitin-like modifier-activating enzyme ATG7,Optineurin
ATG7,CALCOCO2,Ubiquitin-like modifier-activating enzyme ATG7,Calcium-binding and coiled-coil domain-containing protein 2
ATG7,STING1,Ubiquitin-like modifier-activating enzyme ATG7,Stimulator of interferon genes protein
ATG7,RB1CC1,Ubiquitin-like modifier-activating enzyme ATG7,RB1-inducible coiled-coil protein 1
MAP1LC3B,ATG16L1,Microtubule-associated protein 1 light chain 3 beta,Autophagy-related protein 16-1
MAP1LC3B,HTT,Microtubule-associated protein 1 light chain 3 beta,Huntingtin
MAP1LC3B,ATG9A,Microtubule-associated protein 1 light chain 3 beta,Autophagy-related protein 9A
MAP1LC3B,PIK3C3,Microtubule-associated protein 1 light chain 3 beta,Phosphatidylinositol 3-kinase catalytic subunit type 3
MAP1LC3B,ATG4B,Microtubule-associated protein 1 light chain 3 beta,Cysteine protease ATG4B
MAP1LC3B,AMBRA1,Microtubule-associated protein 1 light chain 3 beta,Activating molecule in BECN1-regulated autophagy protein 1
MAP1LC3B,ULK2,Microtubule-associated protein 1 light chain 3 beta,Serine/threonine-protein kinase ULK2
MAP1LC3B,MAP1LC3C,Microtubule-associated protein 1 light chain 3 beta,Microtubule-associated protein 1 light chain 3 gamma
MAP1LC3B,UBQLN2,Microtubule-associated protein 1 light chain 3 beta,Ubiquilin-2
MAP1LC3B,OPTN,Microtubule-associated protein 1 light chain 3 beta,Optineurin
MAP1LC3B,CALCOCO2,Microtubule-associated protein 1 light chain 3 beta,Calcium-binding and coiled-coil domain-containing protein 2
MAP1LC3B,STX17,Microtubule-associated protein 1 light chain 3 beta,Syntaxin-17
MAP1LC3B,STING1,Microtubule-associated protein 1 light chain 3 beta,Stimulator of interferon genes protein
MAP1LC3B,RB1CC1,Microtubule-associated protein 1 light chain 3 beta,RB1-inducible coiled-coil protein 1
RIPK2,ATG16L1,Receptor-interacting serine/threonine-protein kinase 2,Autophagy-related protein 16-1
RIPK2,BECN1,Receptor-interacting serine/threonine-protein kinase 2,Beclin-1
RIPK2,PIK3C3,Receptor-interacting serine/threonine-protein kinase 2,Phosphatidylinositol 3-kinase catalytic subunit type 3
RIPK2,SQSTM1,Receptor-interacting serine/threonine-protein kinase 2,Sequestosome-1
RIPK2,AMBRA1,Receptor-interacting serine/threonine-protein kinase 2,Activating molecule in BECN1-regulated autophagy protein 1
RIPK2,ULK2,Receptor-interacting serine/threonine-protein kinase 2,Serine/threonine-protein kinase ULK2
RIPK2,OPTN,Receptor-interacting serine/threonine-protein kinase 2,Optineurin
RIPK2,STING1,Receptor-interacting serine/threonine-protein kinase 2,Stimulator of interferon genes protein
RAB8A,ATG16L1,Ras-related protein Rab-8A,Autophagy-related protein 16-1
RAB8A,BECN1,Ras-related protein Rab-8A,Beclin-1
RAB8A,HTT,Ras-related protein Rab-8A,Huntingtin
RAB8A,ATG9A,Ras-related protein Rab-8A,Autophagy-related protein 9A
RAB8A,PIK3C3,Ras-related protein Rab-8A,Phosphatidylinositol 3-kinase catalytic subunit type 3
RAB8A,SQSTM1,Ras-related protein Rab-8A,Sequestosome-1
RAB8A,UBQLN2,Ras-related protein Rab-8A,Ubiquilin-2
RAB8A,OPTN,Ras-related protein Rab-8A,Optineurin
RAB8A,CALCOCO2,Ras-related protein Rab-8A,Calcium-binding and coiled-coil domain-containing protein 2
RAB8A,STX17,Ras-related protein Rab-8A,Syntaxin-17
RAB8A,RB1CC1,Ras-related protein Rab-8A,RB1-inducible coiled-coil protein 1
RAB7A,ATG16L1,Ras-related protein Rab-7a,Autophagy-related protein 16-1
RAB7A,HTT,Ras-related protein Rab-7a,Huntingtin
RAB7A,ATG9A,Ras-related protein Rab-7a,Autophagy-related protein 9A
RAB7A,PIK3C3,Ras-related protein Rab-7a,Phosphatidylinositol 3-kinase catalytic subunit type 3
RAB7A,ATG4B,Ras-related protein Rab-7a,Cysteine protease ATG4B
RAB7A,AMBRA1,Ras-related protein Rab-7a,Activating molecule in BECN1-regulated autophagy protein 1
RAB7A,MAP1LC3C,Ras-related protein Rab-7a,Microtubule-associated protein 1 light chain 3 gamma
RAB7A,UBQLN2,Ras-related protein Rab-7a,Ubiquilin-2
RAB7A,OPTN,Ras-related protein Rab-7a,Optineurin
RAB7A,CALCOCO2,Ras-related protein Rab-7a,Calcium-binding and coiled-coil domain-containing protein 2
RAB7A,STX17,Ras-related protein Rab-7a,Syntaxin-17
RAB7A,STING1,Ras-related protein Rab-7a,Stimulator of interferon genes protein
RAB7A,RB1CC1,Ras-related protein Rab-7a,RB1-inducible coiled-coil protein 1
PINK1,ATG16L1,"Serine/threonine-protein kinase PINK1, mitochondrial",Autophagy-related protein 16-1
PINK1,BECN1,"Serine/threonine-protein kinase PINK1, mitochondrial",Beclin-1
PINK1,HTT,"Serine/threonine-protein kinase PINK1, mitochondrial",Huntingtin
PINK1,ATG9A,"Serine/threonine-protein kinase PINK1, mitochondrial",Autophagy-related protein 9A
PINK1,PIK3C3,"Serine/threonine-protein kinase PINK1, mitochondrial",Phosphatidylinositol 3-kinase catalytic subunit type 3
PINK1,ATG4B,"Serine/threonine-protein kinase PINK1, mitochondrial",Cysteine protease ATG4B
PINK1,SQSTM1,"Serine/threonine-protein kinase PINK1, mitochondrial",Sequestosome-1
PINK1,AMBRA1,"Serine/threonine-protein kinase PINK1, mitochondrial",Activating molecule in BECN1-regulated autophagy protein 1
PINK1,ULK2,"Serine/threonine-protein kinase PINK1, mitochondrial",Serine/threonine-protein kinase ULK2
PINK1,MAP1LC3C,"Serine/threonine-protein kinase PINK1, mitochondrial",Microtubule-associated protein 1 light chain 3 gamma
PINK1,UBQLN2,"Serine/threonine-protein kinase PINK1, mitochondrial",Ubiquilin-2
PINK1,OPTN,"Serine/threonine-protein kinase PINK1, mitochondrial",Optineurin
PINK1,CALCOCO2,"Serine/threonine-protein kinase PINK1, mitochondrial",Calcium-binding and coiled-coil domain-containing protein 2
PINK1,STX17,"Serine/threonine-protein kinase PINK1, mitochondrial",Syntaxin-17
PINK1,STING1,"Serine/threonine-protein kinase PINK1, mitochondrial",Stimulator of interferon genes protein
PINK1,RB1CC1,"Serine/threonine-protein kinase PINK1, mitochondrial",RB1-inducible coiled-coil protein 1
CTSD,BECN1,Cathepsin D,Beclin-1
CTSD,ATG9A,Cathepsin D,Autophagy-related protein 9A
CTSD,PIK3C3,Cathepsin D,Phosphatidylinositol 3-kinase catalytic subunit type 3
CTSD,SQSTM1,Cathepsin D,Sequestosome-1
CTSD,AMBRA1,Cathepsin D,Activating molecule in BECN1-regulated autophagy protein 1
CTSD,OPTN,Cathepsin D,Optineurin
ULK1,ATG16L1,Serine/threonine-protein kinase ULK1,Autophagy-related protein 16-1
ULK1,HTT,Serine/threonine-protein kinase ULK1,Huntingtin
ULK1,ATG9A,Serine/threonine-protein kinase ULK1,Autophagy-related protein 9A
ULK1,PIK3C3,Serine/threonine-protein kinase ULK1,Phosphatidylinositol 3-kinase catalytic subunit type 3
ULK1,ATG4B,Serine/threonine-protein kinase ULK1,Cysteine protease ATG4B
ULK1,AMBRA1,Serine/threonine-protein kinase ULK1,Activating molecule in BECN1-regulated autophagy protein 1
ULK1,ULK2,Serine/threonine-protein kinase ULK1,Serine/threonine-protein kinase ULK2
ULK1,MAP1LC3C,Serine/threonine-protein kinase ULK1,Microtubule-associated protein 1 light chain 3 gamma
ULK1,UBQLN2,Serine/threonine-protein kinase ULK1,Ubiquilin-2
ULK1,OPTN,Serine/threonine-protein kinase ULK1,Optineurin
ULK1,CALCOCO2,Serine/threonine-protein kinase ULK1,Calcium-binding and coiled-coil domain-containing protein 2
ULK1,STING1,Serine/threonine-protein kinase ULK1,Stimulator of interferon genes protein
ULK1,RB1CC1,Serine/threonine-protein kinase ULK1,RB1-inducible coiled-coil protein 1
HDAC10,BECN1,Polyamine deacetylase HDAC10,Beclin-1
HDAC10,HTT,Polyamine deacetylase HDAC10,Huntingtin
HDAC10,PIK3C3,Polyamine deacetylase HDAC10,Phosphatidylinositol 3-kinase catalytic subunit type 3
HDAC10,SQSTM1,Polyamine deacetylase HDAC10,Sequestosome-1
HDAC10,AMBRA1,Polyamine deacetylase HDAC10,Activating molecule in BECN1-regulated autophagy protein 1
HDAC10,CALCOCO2,Polyamine deacetylase HDAC10,Calcium-binding and coiled-coil domain-containing protein 2
CTSK,ATG16L1,Cathepsin K,Autophagy-related protein 16-1
CTSK,BECN1,Cathepsin K,Beclin-1
CTSK,HTT,Cathepsin K,Huntingtin
CTSK,ATG9A,Cathepsin K,Autophagy-related protein 9A
EIF2S1,ATG16L1,Eukaryotic translation initiation factor 2 subunit 1,Autophagy-related protein 16-1
EIF2S1,BECN1,Eukaryotic translation initiation factor 2 subunit 1,Beclin-1
EIF2S1,HTT,Eukaryotic translation initiation factor 2 subunit 1,Huntingtin
EIF2S1,ATG9A,Eukaryotic translation initiation factor 2 subunit 1,Autophagy-related protein 9A
EIF2S1,PIK3C3,Eukaryotic translation initiation factor 2 subunit 1,Phosphatidylinositol 3-kinase catalytic subunit type 3
EIF2S1,ATG4B,Eukaryotic translation initiation factor 2 subunit 1,Cysteine protease ATG4B
EIF2S1,SQSTM1,Eukaryotic translation initiation factor 2 subunit 1,Sequestosome-1
EIF2S1,ULK2,Eukaryotic translation initiation factor 2 subunit 1,Serine/threonine-protein kinase ULK2
EIF2S1,STING1,Eukaryotic translation initiation factor 2 subunit 1,Stimulator of interferon genes protein
EIF2S1,RB1CC1,Eukaryotic translation initiation factor 2 subunit 1,RB1-inducible coiled-coil protein 1
SUPT20H,HTT,Transcription factor SPT20 homolog,Huntingtin
SUPT20H,ATG9A,Transcription factor SPT20 homolog,Autophagy-related protein 9A
SUPT20H,ATG4B,Transcription factor SPT20 homolog,Cysteine protease ATG4B
SUPT20H,SQSTM1,Transcription factor SPT20 homolog,Sequestosome-1
SUPT20H,AMBRA1,Transcription factor SPT20 homolog,Activating molecule in BECN1-regulated autophagy protein 1
SUPT20H,MAP1LC3C,Transcription factor SPT20 homolog,Microtubule-associated protein 1 light chain 3 gamma
SUPT20H,CALCOCO2,Transcription factor SPT20 homolog,Calcium-binding and coiled-coil domain-containing protein 2
SUPT20H,RB1CC1,Transcription factor SPT20 homolog,RB1-inducible coiled-coil protein 1
TSG101,BECN1,Tumor susceptibility gene 101 protein,Beclin-1
TSG101,HTT,Tumor susceptibility gene 101 protein,Huntingtin
TSG101,PIK3C3,Tumor susceptibility gene 101 protein,Phosphatidylinositol 3-kinase catalytic subunit type 3
TSG101,SQSTM1,Tumor susceptibility gene 101 protein,Sequestosome-1
TSG101,CHMP3,Tumor susceptibility gene 101 protein,Charged multivesicular body protein 3
TP53INP1,ATG16L1,Tumor protein p53-inducible nuclear protein 1,Autophagy-related protein 16-1
TP53INP1,HTT,Tumor protein p53-inducible nuclear protein 1,Huntingtin
TP53INP1,ATG9A,Tumor protein p53-inducible nuclear protein 1,Autophagy-related protein 9A
TP53INP1,PIK3C3,Tumor protein p53-inducible nuclear protein 1,Phosphatidylinositol 3-kinase catalytic subunit type 3
TP53INP1,ATG4B,Tumor protein p53-inducible nuclear protein 1,Cysteine protease ATG4B
TP53INP1,MAP1LC3C,Tumor protein p53-inducible nuclear protein 1,Microtubule-associated protein 1 light chain 3 gamma
TP53INP1,UBQLN2,Tumor protein p53-inducible nuclear protein 1,Ubiquilin-2
TP53INP1,OPTN,Tumor protein p53-inducible nuclear protein 1,Optineurin
TP53INP1,CALCOCO2,Tumor protein p53-inducible nuclear protein 1,Calcium-binding and coiled-coil domain-containing protein 2
TP53INP1,RB1CC1,Tumor protein p53-inducible nuclear protein 1,RB1-inducible coiled-coil protein 1
CLTC,ATG16L1,Clathrin heavy chain 1,Autophagy-related protein 16-1
CLTC,BECN1,Clathrin heavy chain 1,Beclin-1
CLTC,HTT,Clathrin heavy chain 1,Huntingtin
CLTC,ATG9A,Clathrin heavy chain 1,Autophagy-related protein 9A
CLTC,PIK3C3,Clathrin heavy chain 1,Phosphatidylinositol 3-kinase catalytic subunit type 3
CLTC,ATG4B,Clathrin heavy chain 1,Cysteine protease ATG4B
CLTC,SQSTM1,Clathrin heavy chain 1,Sequestosome-1
CLTC,AMBRA1,Clathrin heavy chain 1,Activating molecule in BECN1-regulated autophagy protein 1
CLTC,ULK2,Clathrin heavy chain 1,Serine/threonine-protein kinase ULK2
CLTC,MAP1LC3C,Clathrin heavy chain 1,Microtubule-associated protein 1 light chain 3 gamma
CLTC,UBQLN2,Clathrin heavy chain 1,Ubiquilin-2
CLTC,OPTN,Clathrin heavy chain 1,Optineurin
CLTC,CALCOCO2,Clathrin heavy chain 1,Calcium-binding and coiled-coil domain-containing protein 2
CLTC,STING1,Clathrin heavy chain 1,Stimulator of interferon genes protein
CLTC,RB1CC1,Clathrin heavy chain 1,RB1-inducible coiled-coil protein 1
TIGAR,BECN1,"Fructose-2,6-bisphosphatase TIGAR",Beclin-1
TIGAR,PIK3C3,"Fructose-2,6-bisphosphatase TIGAR",Phosphatidylinositol 3-kinase catalytic subunit type 3
TIGAR,SQSTM1,"Fructose-2,6-bisphosphatase TIGAR",Sequestosome-1
TIGAR,AMBRA1,"Fructose-2,6-bisphosphatase TIGAR",Activating molecule in BECN1-regulated autophagy protein 1
TIGAR,OPTN,"Fructose-2,6-bisphosphatase TIGAR",Optineurin
TIGAR,STING1,"Fructose-2,6-bisphosphatase TIGAR",Stimulator of interferon genes protein
CHMP5,PIK3C3,Charged multivesicular body protein 5,Phosphatidylinositol 3-kinase catalytic subunit type 3
CHMP5,CHMP3,Charged multivesicular body protein 5,Charged multivesicular body protein 3
MOAP1,BECN1,Modulator of apoptosis 1,Beclin-1
MOAP1,AMBRA1,Modulator of apoptosis 1,Activating molecule in BECN1-regulated autophagy protein 1
MOAP1,CALCOCO2,Modulator of apoptosis 1,Calcium-binding and coiled-coil domain-containing protein 2
MOAP1,STING1,Modulator of apoptosis 1,Stimulator of interferon genes protein
HGS,BECN1,Hepatocyte growth factor-regulated tyrosine kinase substrate,Beclin-1
HGS,HTT,Hepatocyte growth factor-regulated tyrosine kinase substrate,Huntingtin
HGS,PIK3C3,Hepatocyte growth factor-regulated tyrosine kinase substrate,Phosphatidylinositol 3-kinase catalytic subunit type 3
HGS,SQSTM1,Hepatocyte growth factor-regulated tyrosine kinase substrate,Sequestosome-1
HGS,MAP1LC3C,Hepatocyte growth factor-regulated tyrosine kinase substrate,Microtubule-associated protein 1 light chain 3 gamma
HGS,UBQLN2,Hepatocyte growth factor-regulated tyrosine kinase substrate,Ubiquilin-2
HGS,OPTN,Hepatocyte growth factor-regulated tyrosine kinase substrate,Optineurin
HGS,CHMP3,Hepatocyte growth factor-regulated tyrosine kinase substrate,Charged multivesicular body protein 3
CHMP2A,PIK3C3,Charged multivesicular body protein 2a,Phosphatidylinositol 3-kinase catalytic subunit type 3
CHMP2A,CHMP3,Charged multivesicular body protein 2a,Charged multivesicular body protein 3
VPS4B,BECN1,Vacuolar protein sorting-associated protein 4B,Beclin-1
VPS4B,PIK3C3,Vacuolar protein sorting-associated protein 4B,Phosphatidylinositol 3-kinase catalytic subunit type 3
VPS4B,CHMP3,Vacuolar protein sorting-associated protein 4B,Charged multivesicular body protein 3
VPS4B,RB1CC1,Vacuolar protein sorting-associated protein 4B,RB1-inducible coiled-coil protein 1
EPG5,BECN1,Ectopic P granules protein 5 homolog,Beclin-1
EPG5,SQSTM1,Ectopic P granules protein 5 homolog,Sequestosome-1
EPG5,MAP1LC3C,Ectopic P granules protein 5 homolog,Microtubule-associated protein 1 light chain 3 gamma
EPG5,CALCOCO2,Ectopic P granules protein 5 homolog,Calcium-binding and coiled-coil domain-containing protein 2
EPG5,STX17,Ectopic P granules protein 5 homolog,Syntaxin-17
EPG5,RB1CC1,Ectopic P granules protein 5 homolog,RB1-inducible coiled-coil protein 1
ATG2B,ATG16L1,Autophagy-related protein 2 homolog B,Autophagy-related protein 16-1
